job_id,job_title,company,location,sector,category,certainty
81e43ca5cb03e78c,Senior SOAR Engineer (Cortex XSOAR) - Saudi Nationals,DeepSource Technologies,Riyadh,Technology & IT,SOAR Engineer,high
d3fbab9ee72f0df5,Solutions Consultant - AI Agents,Lucidya,Riyadh,Technology & IT,Solutions Consultant,high
4b5503129a85ed58,Senior Solution Architect (Project-Based / Contractual),Narsun,Riyadh,Technology & IT,Solution Architect,high
83743e77bae1665b,Senior Integration Lead (Project-Based / Contractual),Narsun,Riyadh,Technology & IT,Integration Lead,high
641f9c83371b2786,BIM Specialist (Site Supervision),Omada Rail Systems,Riyadh,Engineering,BIM Specialist,high
e0931d1b8b822dde,Senior Project Manager (Project-Based / Contractual),Narsun,Riyadh,Consulting & Professional Services,Project Manager,high
bdf8f9d29ba050c5,Tenant Account Specialist,KAUST,Saudi Arabia,Real Estate & Property,Tenant Account Manager,high
95a1927ce6166a54,Early Career Trainee - Inside Sales,GE HEALTHCARE,Riyadh,Sales & Business Development,Sales Representative,high
1cb93ed9cfaf5cf1,Technology Service Analyst,Deutsche Bank,Riyadh,Technology & IT,IT Support Specialist,high
a6ba12bb0b160691,TDI - Technology Lead & Control Analyst – AVP,Deutsche Bank,Riyadh,Technology & IT,IT Compliance Officer,medium
edbe7279be209c91,Director of Strategy,webook.com,Riyadh,Consulting & Professional Services,Strategy Director,high
ceb71eba19705ee2,"Install Technician, Infrastructure Delivery, AWS",Data Services Saudi Arabia Limited One Person Company,Riyadh,Technology & IT,Network Engineer,high
e8c0a4e8b8bbb939,Director of Experience,webook.com,Riyadh,Customer Success & Account Management,Customer Experience Manager,high
5fdeaa4077de4e7d,Senior Presales Cybersecurity Architect,Innovative Solutions,Riyadh,Technology & IT,Cybersecurity Architect,high
752947306669b9f0,Senior Customer Success Manager,ServiceNow,Riyadh,Customer Success & Account Management,Customer Success Manager,high
5658cb77d75f8580,Reliability & Asset Integrity Engineer,Aramco,Saudi Arabia,Engineering,Reliability Engineer,high
bc08cad2076a0c1e,Reliability & Asset Integrity Engineer,Aramco,Saudi Arabia,Engineering,Reliability Engineer,high
7da3a2edace99b78,Automation Engineer,Aramco,Saudi Arabia,Technology & IT,Automation Engineer,high
5e232d7512ca3b76,Senior Specialist - Data Governance and Quality,Qiddiya Investment Company,Riyadh,Technology & IT,Data Governance Specialist,high
21d02ca3cca49e68,Senior Specialist - Data Protection Officer,Qiddiya Investment Company,Riyadh,Legal & Compliance,Data Protection Officer,high
d4c14a4afacbebab,Systems Engineer - KSA,Azeus Convene,Riyadh,Technology & IT,Systems Administrator,high
cd3289a1ed8684bb,KSA Markets Quality Specialist,Bel Group,Jeddah,Manufacturing & Production,Quality Specialist,high
70165b73ef4dfe19,Sales Engineer,UG,Riyadh,Sales & Business Development,Sales Engineer,high
313185c35dde7401,Head of Data Management,Big Fish Recruitment,Jeddah,Technology & IT,Data Manager,high
17b15bb26907c2d5,"Automation Engineer, Reliability Maintenance Engineering",Afaq - Warehouse Branch - J02,Riyadh,Manufacturing & Production,Automation Engineer,high
39641d4343f70ae3,"Senior Backend Engineer ""Laravel""",webook.com,Riyadh,Technology & IT,Backend Developer,high
8c9fe3d0ffff4b5b,"Credit and Collections Specialist, Riyadh",Solenis,Riyadh,Finance & Accounting,Credit and Collections Specialist,high
4cea9b0d80504813,Security Consulting Analyst,Accenture,Riyadh,Security & Safety,Security Consultant,high
5d30856a60ed0fba,Manager Payment and Card Systems,Riyadh Air,Riyadh,Finance & Accounting,Payment Systems Manager,high
3b32ce458426d12f,Security Transformation New Associate,Accenture,Riyadh,Technology & IT,Cybersecurity Analyst,high
456ce4129bce49ba,Senior Manager – SAP Finance (FI/CO),Accenture,Riyadh,Finance & Accounting,SAP Consultant,high
71d665324f839721,Junior Software Engineer,webook.com,Riyadh,Technology & IT,Software Engineer,high
69ec8ef242dac52a,Electrical & Mechanical Inspector (MEP) - Saudi Arabia,Hudson Manpower,Dammam,Engineering,MEP Inspector,high
77ccbbba3d99125f,Mechanical Engineering Intern,Worley,Al Khobar,Engineering,Mechanical Engineer,high
48ecbabb541729ee,Associate Director Strategic Analytics & Insights,NielsenIQ,Riyadh,Sales & Business Development,Business Development Manager,high
8e7ed1e200fcc4c5,Senior Civil Engineer - Saudi National,Parsons,Riyadh,Engineering,Civil Engineer,high
e2177cb160b36094,DevOps Engineer,webook.com,Riyadh,Technology & IT,DevOps Engineer,high
484340baa9a284aa,OD and Talent Management Manager,webook.com,Riyadh,Human Resources & Recruitment,HR Specialist,high
0858c9f184a5ead5,Director of End-User Experience & Care,webook.com,Riyadh,Customer Success & Account Management,Customer Experience Manager,high
7ba1186bad3255fb,HR Policy Analyst,Aramco,Saudi Arabia,Human Resources & Recruitment,HR Specialist,high
3cb7684d5a44aa25,Ai Engagement Manager (FireFly Services),Adobe,Riyadh,Technology & IT,AI Engineer,high
3281e26509d197d8,"Engineer, OT - SABTANK",SABIC - Saudi Basic Industries Corp.,Jubail,Technology & IT,Cybersecurity Analyst,high
087cc74e0a2f8d25,Digital Health Solution Architect Manager,Siemens Healthineers,Riyadh,Healthcare & Medical,Solution Architect,high
29a69b6c2afefad4,Application Engineer - ARABIC SPEAKING ONLY,Netcracker,Riyadh,Technology & IT,Application Engineer,high
23ada322cce3c391,Sr Counsel I,Aramco,Saudi Arabia,Legal & Compliance,Lawyer,high
255395e716d12168,Senior Industrial Engineer,Lucy Electric,Dammam,Manufacturing & Production,Industrial Engineer,high
84f9ae0c9c10cad3,Modality Services Manager- Digital Health,Siemens Healthineers,Riyadh,Healthcare & Medical,IT Service Manager,high
fba1a17025b00a98,National Sales Manager,Ford Motor Company,Riyadh,Sales & Business Development,Sales Representative,high
84cc587ec77fb2d4,Technical Manager- Woodwork / Joinery Factory,Jadeer,Riyadh,Manufacturing & Production,Technical Manager,high
98963580db50919d,"Senior Associate, Advisory",TAM Development Co.,Riyadh,Consulting & Professional Services,Consultant,high
f191594b74474431,Manager Rewards and OD,Riyadh Air,Riyadh,Human Resources & Recruitment,Compensation and Benefits Manager,high
5b7859b8854b2aec,Architect / Buildings Sr. Engineer (Landscape),JASARA PMC,Riyadh,Engineering,Landscape Architect,high
94bcfb59d50ca688,Manager Data and Analytics - CDU6 - 20004862,Qiddiya Investment Company,Riyadh,Technology & IT,Data Engineer,high
c9df1d7e1a00f679,Principal Business Analyst,Soar Software Development Company,Riyadh,Finance & Accounting,Business Analyst,high
e5225a76e60dbad6,Operations Support (MCU) (TPA),Bupa Arabia,Al Khobar,Customer Service & Support,Customer Service Representative,high
5d4e83d307259763,BTP Solution Advisor (One-Year Fixed-Term Renewable Contract),SAP,Riyadh,Technology & IT,Solution Advisor,high
294395db18c62f53,Data & AI Solution Advisor (One-Year Fixed-Term Renewable Contract),SAP,Riyadh,Technology & IT,Solution Advisor,high
ca257411b5783938,Market Intelligence Lead - Research & Engagement,Jeeny,Riyadh,"Marketing, Advertising & PR",Market Research Analyst,high
7a523eebdadf90b3,Quality Manager,Wood,Al Khobar,Manufacturing & Production,Quality Manager,high
d6681b2cb3bd5f05,Civil Design Engineer I Feed I Saudi Arabia,Hudson Manpower,Jubail,Engineering,Civil Engineer,high
aeb948f0151ae07e,Manager - Data Quality Control & Readiness,Qiddiya Investment Company,Riyadh,Technology & IT,Data Quality Manager,high
60e07d4d5663282f,Cybersecurity Engineer (Fortinet Specialist),IT Builders,Riyadh,Technology & IT,Cybersecurity Engineer,high
3c5f315c578d7076,"Technical Account Manager - RHEL (Linux) Platform (Remote, Saudi Arabia)","Red Hat, Inc.",Riyadh,Technology & IT,Technical Account Manager,high
ddc4206b5d11cc43,Instrumentation Engineer - PLCs & BMS expert,الهامات,Riyadh,Engineering,Instrumentation Engineer,high
18a4c8fa84e0ee0c,AI Developer/Architect,Jami Partners,Riyadh,Technology & IT,AI Engineer,high
d72b7c7d84622e21,"Senior Data Center Facility Engineer, AWS",Data Services Saudi Arabia Limited One Person Company,Riyadh,Technology & IT,Data Center Facility Engineer,high
b34ab246f644c24c,Senior Strategy Manager,Zoom,Saudi Arabia,Consulting & Professional Services,Strategy Manager,high
4cd83d46eb68d832,Lead Planning Engineer,WSP,Riyadh,Engineering,Planning Engineer,high
3aaf2d8ae1531e09,Civil Inspector(Jubail_IWTP),WSP,Riyadh,Engineering,Civil Engineer,high
f48cdfad97761ba6,Senior Process Engineer,Aggreko,Dammam,Engineering,Process Engineer,high
b0adcfe1cfc84191,Firefly Product Sales Specialist – Middle East,Adobe,Riyadh,Sales & Business Development,Sales Representative,high
8bb69154c3c93896,Project Engineer I,"Hexagon Mining, Inc.",Riyadh,Engineering,Project Engineer,high
e599a8340eccbb87,"Data Center Facility Engineer, AWS",Data Services Saudi Arabia Limited - H12,Riyadh,Engineering,Facility Engineer,high
b511c08ad00bf6ff,Sales Engineer (Additive Manufacturing),Future Dimensions Company,Jeddah,Sales & Business Development,Sales Engineer,high
557c581b457a41af,Business Development Manager,BSI,Saudi Arabia,Sales & Business Development,Business Development Manager,high
a4691fda4fa9b9bf,PSM Site Supervisor,Constellis,Riyadh,Security & Safety,Security Supervisor,high
477c7a9b3a98b15c,Physical Security Monitor,Constellis,Riyadh,Security & Safety,Security Guard,high
e5800a050d7424b0,"Product Management and Sales Analyst Intern, Summer 2026 – Riyadh, Saudi Arabia",Mastercard,Riyadh,Sales & Business Development,Sales Analyst,medium
d0b63127836be0ce,DAQ Consultants,Visuna,Saudi Arabia,"Energy, Oil & Gas",Data Acquisition Specialist,high
c7c0b4c4f221d833,CEVC Interviewer,Constellis,Riyadh,Security & Safety,Security Officer,high
acf70d6601ec0bff,Senior Product Manager - AI Agent Platform,Lucidya,Riyadh,Technology & IT,Product Manager,high
4df0e9d52db67704,Business Analyst,Bupa Arabia,Jeddah,Consulting & Professional Services,Business Analyst,high
186527ba2b533a65,Program Development & Evaluation Analyst,Aramco,Saudi Arabia,Education & Training,Curriculum Developer,high
60078703bd5e88c5,Cloud Infrastructure Engineer - GCP,Raqmiyat,Riyadh,Technology & IT,Cloud Engineer,high
ead8d83f42a8ef3c,Fund Accounting - Officer,State Street,Riyadh,Finance & Accounting,Accountant,high
1be0be0342f8642e,Fund Accounting - Senior Associate,State Street,Riyadh,Finance & Accounting,Accountant,high
6afc72ba27e64787,"Analyst, Process Safety - SABTANK",SABIC - Saudi Basic Industries Corp.,Jubail,Manufacturing & Production,Process Safety Engineer,medium
0f405cb399a2adc6,PCG Eng. Testing Manager,Lenovo,Riyadh,Technology & IT,Testing Manager,high
54f98331b8400777,PCG Eng Mfg Program Management Manager,Lenovo,Riyadh,Manufacturing & Production,Program Manager,high
ced264d2cb342a9a,Presales Engineer,El Seif,Saudi Arabia,Technology & IT,Presales Engineer,high
2bf8cf3601e0aa6b,"Director of Retention, Middle East & Africa",Adobe,Riyadh,Customer Success & Account Management,Customer Success Manager,high
9828c74ace1a9eef,Principal Business Analyst - Core Banking,Soar Software Development Company,Riyadh,Finance & Accounting,Business Analyst,high
d630f9be481845ea,Human Factors Engineer,Aramco,Saudi Arabia,Engineering,Human Factors Engineer,high
280d8cad0b28e8dd,AI Success Manager,Leuwint technologies,Riyadh,Technology & IT,AI Engineer,medium
d9ad51b3f793dd18,Senior Mechanical Engineer,Parsons,Tabuk,Engineering,Mechanical Engineer,high
dae78d6b9970062c,Senior Project Engineer - SAS,HITACHI ENERGY LTD,Riyadh,Engineering,Project Engineer,high
f2553320b4044070,Testing Foreman,HITACHI ENERGY LTD,Dammam,Manufacturing & Production,Production Supervisor,high
d4ccd13960f6a0b4,Security Delivery Analyst,Accenture,Jeddah,Technology & IT,Cybersecurity Analyst,high
7ae1db62833dda14,SOC Delivery Lead,Accenture,Riyadh,Technology & IT,Cybersecurity Analyst,high
7f7efbfe959e599c,"Sr Mechanical Engineer, Saudi Arabia",Tetra Tech,Jubail,Engineering,Mechanical Engineer,high
cd117b254c0935ac,Expert Sport Architect,Mace,Riyadh,Construction & Architecture,Architect,high
919ed7e54553c138,RR-0203072 - Sr Analyst III Software Engineering,DXC Technology,Riyadh,Technology & IT,Software Engineer,high
