job_id,job_title,final_category
b3c432dcac05ce4b,AI Agent Engineer - AI Agents,AI Engineer
4d3e322b4186946b,Interaction Designer,Interaction Designer
70e4fd4f683c55d7,Site Activation Specialist with Sr.CTA tasks - FSP - Riyadh (hybrid office/home),Site Activation Specialist
c05ddbbf2e5dccc9,KYC Analyst - Background Screening,Investigative Analyst
8b121fd9e17881a2,Senior Irrigation Engineer,Irrigation Engineer
464458ec1f5d449c,Quantity Surveyor,Quantity Surveyor
c43a3e3f3e79d227,Senior QA Automation Engineer,QA Engineer
80e7d4e20655c643,Technical Lead,Technical Lead
4480f636d33ba378,Senior Data Engineer,Data Engineer
db47576ed6b63b5c,Solution Architect,Solution Architect
209e6d0bf80cd199,Senior React Native Mobile Engineer,Mobile Developer
798177982f91effd,AI Engineer / ML Engineer,AI Engineer
a6321dfc0f214f95,Senior Frontend Engineer,Frontend Developer
28645f808503b576,Specialist Software Engineer – Airport Engineering,Software Engineer
795ad34078e218ae,Software Quality Assurance Engineer - AI Agents,QA Engineer
8a081fa6f705a6c9,Senior Data Architect (Project-Based / Contractual),Data Architect
0e918af0329d274e,"Production Supervisor – CUSTOMIZED Steel Fabrication, Welding & Painting",Production Supervisor
0dc6489bd45a0b3a,Senior Data Scientist (Project-Based / Contractual),Data Scientist
02015dcb9c0f0dc3,Senior DevOps / Platform Engineer (Project-Based / Contractual),DevOps Engineer
5e711e359b10d808,"Junior Full Stack Developer (Part-Time, Remote – in Egypt)",Full Stack Developer
9ae821f22616099c,Planning and Project Controls Specialist,Project Manager
86e3289c5331e3ad,Construction Manager,Construction Manager
e7e5693576c25ef4,Communications Specialist,Communications Specialist
1f01dcdc6a273530,Device & Telco Security Specialist,Cybersecurity Analyst
a9d799db475a23ec,National Sales Manager - Pharmaceuticals,National Sales Manager
190992afccc7ab04,Senior Data Analyst (Project-Based / Contractual),Data Analyst
2b224c86fa52f532,GIS Analyst (Saudi National),GIS Analyst
4117fe715390e809,Senior Cortex XDR Engineer - Level 3 Support - Saudi Nationals,Cybersecurity Analyst
11f259f83307fc56,Field Service Engineer,Field Service Engineer
f1f83f9ca446551c,Telco Cloud Consultant,Cloud Engineer
021c782060186b3e,IT & Security Engineer (RE),IT Security Engineer
72140bcddd5ea9c7,Data Scientist,Data Scientist
f54a98dc837c32f3,HSE Department Manager,HSE Manager
316277ebc9cdcaf8,Data Scientist,Data Scientist
3a2567de3e0f05e7,Senior Engineer - Structural,Structural Engineer
ed8863f5bc444531,MLOps Engineer,MLOps Engineer
f7d3b07af3a92fdf,Supply Chain Solution Advisor (One-Year Fixed-Term Renewable Contract),Supply Chain Consultant
764b334a85a61939,Senior Architect,Architect
81e43ca5cb03e78c,Senior SOAR Engineer (Cortex XSOAR) - Saudi Nationals,SOAR Engineer
4b5503129a85ed58,Senior Solution Architect (Project-Based / Contractual),Solution Architect
83743e77bae1665b,Senior Integration Lead (Project-Based / Contractual),Integration Lead
e0931d1b8b822dde,Senior Project Manager (Project-Based / Contractual),Project Manager
95a1927ce6166a54,Early Career Trainee - Inside Sales,Sales Representative
1cb93ed9cfaf5cf1,Technology Service Analyst,IT Support Specialist
edbe7279be209c91,Director of Strategy,Strategy Director
ceb71eba19705ee2,"Install Technician, Infrastructure Delivery, AWS",Network Engineer
5fdeaa4077de4e7d,Senior Presales Cybersecurity Architect,Cybersecurity Architect
752947306669b9f0,Senior Customer Success Manager,Customer Success Manager
7da3a2edace99b78,Automation Engineer,Automation Engineer
21d02ca3cca49e68,Senior Specialist - Data Protection Officer,Data Protection Officer
cd3289a1ed8684bb,KSA Markets Quality Specialist,Quality Specialist
70165b73ef4dfe19,Sales Engineer,Sales Engineer
17b15bb26907c2d5,"Automation Engineer, Reliability Maintenance Engineering",Automation Engineer
5d30856a60ed0fba,Manager Payment and Card Systems,Payment Systems Manager
71d665324f839721,Junior Software Engineer,Software Engineer
77ccbbba3d99125f,Mechanical Engineering Intern,Mechanical Engineer
8e7ed1e200fcc4c5,Senior Civil Engineer - Saudi National,Civil Engineer
e2177cb160b36094,DevOps Engineer,DevOps Engineer
087cc74e0a2f8d25,Digital Health Solution Architect Manager,Solution Architect
255395e716d12168,Senior Industrial Engineer,Industrial Engineer
fba1a17025b00a98,National Sales Manager,Sales Representative
84cc587ec77fb2d4,Technical Manager- Woodwork / Joinery Factory,Technical Manager
98963580db50919d,"Senior Associate, Advisory",Consultant
c9df1d7e1a00f679,Principal Business Analyst,Business Analyst
e5225a76e60dbad6,Operations Support (MCU) (TPA),Customer Service Representative
5d4e83d307259763,BTP Solution Advisor (One-Year Fixed-Term Renewable Contract),Solution Advisor
7a523eebdadf90b3,Quality Manager,Quality Manager
d6681b2cb3bd5f05,Civil Design Engineer I Feed I Saudi Arabia,Civil Engineer
aeb948f0151ae07e,Manager - Data Quality Control & Readiness,Data Quality Manager
60e07d4d5663282f,Cybersecurity Engineer (Fortinet Specialist),Cybersecurity Engineer
3c5f315c578d7076,"Technical Account Manager - RHEL (Linux) Platform (Remote, Saudi Arabia)",Technical Account Manager
ddc4206b5d11cc43,Instrumentation Engineer - PLCs & BMS expert,Instrumentation Engineer
18a4c8fa84e0ee0c,AI Developer/Architect,AI Engineer
b34ab246f644c24c,Senior Strategy Manager,Strategy Manager
4cd83d46eb68d832,Lead Planning Engineer,Planning Engineer
3aaf2d8ae1531e09,Civil Inspector(Jubail_IWTP),Civil Engineer
f48cdfad97761ba6,Senior Process Engineer,Process Engineer
b0adcfe1cfc84191,Firefly Product Sales Specialist – Middle East,Sales Representative
8bb69154c3c93896,Project Engineer I,Project Engineer
b511c08ad00bf6ff,Sales Engineer (Additive Manufacturing),Sales Engineer
557c581b457a41af,Business Development Manager,Business Development Manager
477c7a9b3a98b15c,Physical Security Monitor,Security Guard
acf70d6601ec0bff,Senior Product Manager - AI Agent Platform,Product Manager
4df0e9d52db67704,Business Analyst,Business Analyst
60078703bd5e88c5,Cloud Infrastructure Engineer - GCP,Cloud Engineer
ead8d83f42a8ef3c,Fund Accounting - Officer,Accountant
1be0be0342f8642e,Fund Accounting - Senior Associate,Accountant
0f405cb399a2adc6,PCG Eng. Testing Manager,Testing Manager
54f98331b8400777,PCG Eng Mfg Program Management Manager,Program Manager
ced264d2cb342a9a,Presales Engineer,Presales Engineer
9828c74ace1a9eef,Principal Business Analyst - Core Banking,Business Analyst
d630f9be481845ea,Human Factors Engineer,Human Factors Engineer
d9ad51b3f793dd18,Senior Mechanical Engineer,Mechanical Engineer
dae78d6b9970062c,Senior Project Engineer - SAS,Project Engineer
f2553320b4044070,Testing Foreman,Production Supervisor
7f7efbfe959e599c,"Sr Mechanical Engineer, Saudi Arabia",Mechanical Engineer
cd117b254c0935ac,Expert Sport Architect,Architect
a382ba9dfa575bd8,Sr Analyst II Infrastructure Services (LinuxAIXContainer),IT Support Specialist
6c3b481aeceaa3d5,Sales Engineer,Sales Engineer
52de3d8d2cb2371e,Senior Business Development Manager - Financial Services,Business Development Manager
c2f138311c66d251,Senior Project Engineer - SAS,Project Engineer
cea3187dd4761d18,"Head of Trade & Working Capital, TB",Trade Finance Manager
dd921b01493a4751,Client Success Manager EMEA,Client Success Manager
1aa17d2df3884609,ISG Staff Manufacturing Engineer,Manufacturing Engineer
3fb38edc823af17f,SQL & Oracle DBA,Database Administrator
e0eec29db260b0a6,Supplier Quality Engineer,Quality Engineer
4b0ef53e61027bc4,Quality Engineer,Quality Engineer
c7b116a7a3a8394d,Site Document Controller,Document Controller
bd625bb5e4a56028,Maintenance Engineer,Maintenance Engineer
20a1a11b3a712e80,Senior Network & Wireless Ops Engineer,Network Engineer
316da494e47febf2,Apigee Integration developer,API Developer
ec9e1e4593a36807,Junior Web Developer,Web Developer
5ade722cc90fe00f,ServiceNow Solution Architect,Solution Architect
4f92d2170a9f7670,Junior UI/UX Designer,UI/UX Designer
fad6b84e1a1693f9,Field Service Engineer - Mechanical - Saudi Nationals Only,Mechanical Engineer
7246c30c8b4bebdb,Marketing Manager,Marketing Manager
ca0a6a5143f6a6d4,RR-0237680 - Global: Solution Architect_KSA,Solution Architect
b96cf9ce940b3033,Material Specialist - Airfield (Saudi National),Materials Engineer
993caf214b4663d6,Solution Architect (SAP S/4HANA Implementation),Solution Architect
bb353cf08fb558f8,ServiceNow Solution Architect,Solution Architect
b5072533e163032a,Maintenance Engineering Specialist,Maintenance Engineer
c70c5615a45708c7,Chief Engineer,Chief Engineer
54397fd83096bc2d,Electrical Specialist,Electrical Engineer
418b1c402d01d7fc,Account Manager,Account Manager
598a681c4f5dc7a2,Process Engineer - Utilities & Tank Farm,Process Engineer
c006513af0e95ba2,BI - Data Quality Analyst,Data Quality Analyst
ad357676b2df9317,SharePoint & Web Application Support Engineer,IT Support Specialist
c2609acee97a0b93,Procurement Analyst,Procurement Analyst
f8143bf036d98079,Reliability Engineer,Reliability Engineer
45f53ae0097a12f8,Command Center and Service Management Lead,IT Operations Manager
e2ce5807cb771595,Testing Foreman,Production Supervisor
e93477e826b357f6,Mobile Device Management - UEM Technology Support,IT Support Specialist
cf35824f0b296f10,IT Consultant - Platinion,IT Consultant
47c6d347b51f26f3,KSA Senior Solution Architect,Solution Architect
6ce76a6f79adc6b8,Electrical (Design Services),Electrical Engineer
aaa7e4b1142c43d2,Field Service Engineer – Filtration/Process Technologies (Energy Sector),Field Service Engineer
77c4fde25bdc5a66,OT Cybersecurity Engineer,Cybersecurity Engineer
f70b59a679c8a097,Sales Manager (Commodities/ FMCG),Sales Manager
3febdcf747146650,Network Access Control Engineer,Network Engineer
9dea192984cdf915,RR-0204936 - Sr Analyst II Software Engineering,Software Engineer
0bac4c416b3c4d05,Project Management Director,Project Manager
aa9d5d924b627569,Site Reliability Engineer,Site Reliability Engineer
681f031093ad42d8,Senior Business Consultant - IBOR - Riyadh Only,Business Consultant
41237527c3a21bf1,"Assistant, Operations and Delivery",Operations Coordinator
238e55812839cebb,Quality Inspector - Entertainment/Water Park Experience,Quality Inspector
f85faf625a06f16b,Principal UI Designer,UI Designer
0549f47df3204b79,Operations Manager,Operations Manager
dc4a00e414ae742c,Senior UX Designer,UX Designer
a9e98df6d859b026,"Sales Development Representative (SaaS) - Riyadh, KSA",Sales Representative
392ac237551e2d03,Estimating Engineer,Estimating Engineer
8a92882330a3af11,Electrical Planning Engineer,Electrical Engineer
cc50ab295c2249da,Solution Architect,Solution Architect
8ca9d3ee2a030bcd,Analyst,Policy Analyst
2fa1d044729fd8d0,Estimating Engineer,Estimating Engineer
3a06f20b7470bcbb,Electrical Planning Engineer,Electrical Engineer
9ca36ab197c5383b,"Engineer, Automation",Automation Engineer
dc6fabd2f8d105ba,Mechanical Engineer – Data Center Projects,Mechanical Engineer
aedc9e31bebf065a,Mechanical Design Reviewer,Mechanical Engineer
0ddac76502e92759,Mechanical Design Reviewer,Mechanical Engineer
4839352970ce8092,Controlling FP&A Specialist,Financial Analyst
f668ddbfbb012c05,Senior Traffic Engineer,Traffic Engineer
5c7d25f79cb2852a,Elasticsearch Principal Engineer,Elasticsearch Engineer
5f90763b8b54fb26,Sale Executive - Dammam (KSA),Sales Representative
adf06e8803cf3727,Junior CX Consultant,Customer Experience Consultant
8c582abaac23ecf9,CX Consultant,Customer Experience Consultant
416297646494e455,Database Analyst - KSA,Database Analyst
ab7ad2f02fed5ecf,Senior Project Control Manager,Project Manager
5d3f2603dfd3b6ad,IT Specialist,IT Support Specialist
610e6659ca22df68,Mechanical Technician - (100360),Mechanical Technician
e18e1d3b07f30866,Fabricator - 100560,Fabricator
329e38a48647c6e1,Senior Electrical Engineer (Infrastructure Dry Utilities - MV/LV/Street Lighting),Electrical Engineer
618d509e11d73a92,Architect - PMC (Infrastructure/Utilities),Architect
f216d98395de436b,Sr. Commissioning ELV Engineer,Commissioning Engineer
719b3abff7d1964a,Senior Planning Engineer,Planning Engineer
95009a9b750f0cc3,PCG Testing Engineer,QA Engineer
bf550407076ece3d,PCG Maintenance Engineer,Maintenance Engineer
5af3ecdd788e9747,Landscape Project Manager,Project Manager
7545049874d5991f,Investigative Analyst - Background Screening,Investigative Analyst
d74589f236d741dd,Senior Business Development Manager - Financial Services,Business Development Manager
53bee752e51c616e,VIE/PANGEO Data Analyst,Data Analyst
8889c8a56e64adf3,Lead Gas Master Planning Specialist,Gas Master Planning Specialist
9e63f599408198cd,Transportation & Operations Manager,Transportation Manager
d044384a536f152b,Data Engineer,Data Engineer
99c66eda16cb415f,Sales Engineer - Air Compressor and Forklift Division,Sales Engineer
ac29078d7d3e4f47,CRM Developer - Banking,CRM Developer
76be02aadb3b74a4,Lead Electrical Manager,Electrical Engineer
13de32692a862fb5,Data Analyst,Data Analyst
13ed244b2ac53bce,Saudi Sales Manager-Digital Products,Sales Representative
5acca810addd7f6f,plant Engineer,Plant Engineer
60dc429d1df3e458,Technical Lead,AI Engineer
a424d0160fef9cac,SENIOR ACCOUNTING SPECIALIST - Accounts Payable Manager,Accountant
c0f5887ee6b72429,Senior Site Reliability Engineer (SRE),Site Reliability Engineer
f8229a080e5d2f24,Cost-Benefit & Optimization Analytics Specialists,Financial Analyst
fac7927990959b1c,Electrical Design Engineer,Electrical Engineer
0cc69e71e51378e1,Co-operative Trainee - Production,Production Worker
102951a688db0aca,Pre-Sales Engineer,Pre-Sales Engineer
f64f1754e39c5e33,Senior Mechanical Engineer (MCF/ Data Centres) - Riyadh,Mechanical Engineer
ac5f265daef87dff,Senior Structural Engineer (MCF/ Data Centres) - Riyadh,Structural Engineer
c5f3696aed1c30bd,Senior Electrical Engineer (MCF/ Data Centres) - Riyadh,Electrical Engineer
70f023cfce6d97c7,Learning Manager,Learning Manager
aef77bdc9cb934d1,Account Solution Engineer,Sales Engineer
cbbdb6fab193a4c9,"Technical Account Manager - OpenShift (Remote, Saudi)",Technical Account Manager
97bbe0417f2f9aa8,Security Investigator,Security Investigator
2f47522f39861863,"QA Engineer (Manual, Automation, SDET) - Talent Community",QA Engineer
ae8ee6802a8fa71c,Mechanical Engineer ( Fresh Graduate ),Mechanical Engineer
8e7870471185516a,RTO Consultant,Consultant
d08e6f0eaa87b974,Customer Success Managers (CSM) - MEA,Customer Success Manager
f02abd55d1f5e070,Site Reliability Engineer,Site Reliability Engineer
54a85db6d66aceed,Project Engineer Hydraulics - Managed Pressure Drilling,Project Engineer
d1119b745171381c,Mechanical Engineer,Mechanical Engineer
1666363c4d816aa6,Cybersecurity Delivery Lead - Saudi National Only,Cybersecurity Analyst
54d3ed17329d4b2b,Field Service Technician - Saudi,Field Service Technician
8afed1977aaeed8c,Architect EngineerFull Time,Architect
7517af912fd9664e,Surveyor Engineer - Airfield (Saudi National),Surveyor Engineer
5f9400b76b9a0bd0,Sports Architect,Architect
9d00e670958c62b0,Senior Engineer - Mechanical,Mechanical Engineer
4736dd05abd305dd,Cloud Solution Architecture,Cloud Engineer
d0827be17f00cf7b,Senior Engineer - Electrical,Electrical Engineer
568fd20f5f16c8c4,"Projects Senior Sales Engineer-Jeddah, Saudi Arabia",Sales Engineer
0f6a40df5936740e,System & Data Security SME - Saudi National Only,Cybersecurity Analyst
6929346531531f85,Network Security SME - Saudi Nationals Only,Cybersecurity Analyst
3f8f126aea035b21,Digital & IT Strategy Consultant,Strategy Consultant
74dad6427ae688d0,Windows Systems Administrator,Systems Administrator
253df8a9605eb364,Project Manager,Project Manager
5d42c5a7507388f4,Geomatics/Geographic Information Systems Analyst,Geographic Information Systems Analyst
5c33fd58a9062b3a,Document Controller,Document Controller
ca243695b4f03358,Cloud & DevOps Engineer,Cloud Engineer
403d2dbc679fd394,Desktop Analyst,IT Support Specialist
0c89b1d781a8f292,Senior/Lead Java Engineer,Java Engineer
17a56f78bf6a7213,Junior UI/UX Designer,UI/UX Designer
370a45f9082c4a78,Cost Engineer - Saudi National,Cost Engineer
2ae2f1f1ffd536bf,LNG Sales & Marketing Specialist,Sales Representative
c8301bd2775483a8,LNG Economist,Economist
8a4b699ddbbe0511,Network Engineer,Network Engineer
93313673b34dcccb,AI & Data Science Expert,AI Engineer
fa935a8f1e28eca0,LNG Economist,Economist
28cf0a42f9098da2,LNG Sales & Marketing Specialist,Sales Representative
47bceba7ac5c52bc,cyber security officer,Cybersecurity Analyst
90ccfb9e05013d3a,LNG Economist,Economist
98574d54cadc9a84,Production Support Executive,Application Support Engineer
ed835dda85845959,Testing and Quality Assurance Engineer,QA Engineer
cb36a9aa7c5b1d10,Product Specialist - Medical Devices - Riyadh,Sales Representative
0125e6be17d38947,Electrical Engineer (Low Voltage),Electrical Engineer
6e4144d36c659f5c,Structural Engineer,Structural Engineer
45112a06e5bb07f0,HSE Officer,HSE Officer
c8ea39f417e11e7b,Quantity Surveyor,Quantity Surveyor
36e28e51b41cfc54,HSE Officer - Stadium,HSE Officer
c7a38cc9c8c411f1,Quality Assurance Engineer (Saudi National Only),QA Engineer
ef32819e8a4e932e,"Copywriter Specialist-Online , Offline Brands",Copywriter
38d485cf9e262c1d,Marketing and Influencer Manager,Marketing Manager
704b356c3fa31737,Warehouse & Yard Supervisor,Warehouse Supervisor
f9cc04af5ff4f669,VP of Product,Product Manager
e3ecbc40f6181670,Solution Engineering - Innovation Hub,Solution Engineer
35ed4fbaef854c16,Field Engineer – Civil (Airfield),Civil Engineer
93a3f62107bced0d,Senior Progress Engineer - WAS,Progress Engineer
3bbd78582e7d894b,Specialist Mechanical Engineer Rotating,Mechanical Engineer
6952810fdb410996,Lead Materials / Corrosion Engineer,Corrosion Engineer
5e388ce39bb75134,"Survey Engineer, Saudi National",Survey Engineer
46b730f3b1731c35,Technical Solution Manager,IT Architect
e00ba11007e34805,Market Research Analyst,Market Research Analyst
17bb12ce1153c714,Civil Engineer (structural),Civil Engineer
2786948c979ef472,Electrical Engineer,Electrical Engineer
43fb34f58b98a8cb,Alignment Engineer,Alignment Engineer
96870aee73447b26,Fire & Life Safety Engineer -KSA Office,Fire & Life Safety Engineer
acfbd4f9b088f12e,Electrical Engineer,Electrical Engineer
e1f377c1e040b5f5,Sales Engineer,Sales Engineer
9b483ce343a50bb4,HCM Applications Department Manager (2023425),Applications Manager
e18b725e19db6577,SR. ENGINEER - COORDINATOR (BIM),BIM Coordinator
89e496616663a9e1,Data Analyst,Data Analyst
79d7a9cc6d3cdc60,مبيعات اجهزه الكترونيه و خدمه عملاء,Customer Service Operations Specialist
40509531ab8b5adb,Mongo DB specialist-Banking,Database Administrator
500e512455d81108,HSE INSPECTOR,Safety Officer
3e926e074a5b3123,Quality Coordinator / Quality Engineer,Quality Engineer
ce56a1ba36e2401b,Digital Marketing Specialist,Digital Marketing Specialist
9cc980b188bc8cad,Senior Data Scientist,Data Scientist
c3e36cbb1b764fea,Mechanical Engineer,Mechanical Engineer
19dcabbf9dc15a9c,Piping Engineer,Piping Engineer
53f2bfe2579aacb0,Fabrication Engineer,Fabrication Engineer
e4363ac2ca5dfe0d,Project Manager – Land Management,Project Manager
a7f2d98a11c1cd07,GIS Specialist,GIS Specialist
868c7c83b2d8089e,Sales and Leasing Lead,Sales Representative
baa0b557fc105721,Business Portfolio Manager,Business Portfolio Manager
a632bb41c1b735a4,Senior Product Manager,Product Manager
f47a8a6f26b1e7fc,Construction Manager (BLVD SE-Off.),Construction Manager
c2f763b426bcac77,Data Scientist,Data Scientist
0301affd0f8868b1,Sales Manager,Sales Manager
1df262491a4508a7,Vendor Registration & Prequalification Specialist (KSA Portals),Vendor Registration Specialist
cdeae02d52ff38b8,Senior Planning Engineer,Planning Engineer
7576299424a91bc2,Rotating Equipment Engineer | Oil and Gas | Saudi Arabia,Rotating Equipment Engineer
400738f13618b7a0,IT Manager - SDRS,IT Manager
7c39d81cebca26af,Saudi HR Coordinator,HR Coordinator
3bd8b8a36d111658,ServiceNow Developer,Software Engineer
471e0d90e533a084,Project Manager,Project Manager
2a000de99a5267e3,Quality Assurance Engineer,QA Engineer
a8293c0df9c55f55,Saudi HR Coordinator,HR Coordinator
c6099ac1bd0a4566,Project Engineer II - Protection,Project Engineer
bdcc2003a56bd667,Senior Environmental Engineer,Environmental Engineer
d145f531d5ecf937,PLC Automation Engineer (Automotive Industry) - Saudi Arabia/Jeddah-KAEC,PLC Automation Engineer
941bc1cbef148e25,AutoCAD Operator,AutoCAD Operator
988662e421cab1ba,MEP/T&C Manager,Project Manager
f7e13e9c688d8e50,Procurement Engineer,Procurement Engineer
bc5a21ca78f18052,Accounts Payable Analyst,Accounts Payable Analyst
2f4ade90df88c9e8,Senior Services Engagement Engineer,Technical Quality Manager
520679df40814eef,Senior Interior Designer,Interior Designer
aa125a6dd248ccf1,Chief Technology Officer (CTO) – Retail | Saudi Arabia,Chief Technology Officer
36cc371203b0b361,Senior Quality Engineer,Quality Engineer
c484ec389e242397,Graphic Designer (KSA National only),Graphic Designer
e026372b9aefc042,Senior Legal Counsel,Legal Counsel
a59e32c8e15db771,Predictive Maintenance Engineer - Health Hub Manager,Predictive Maintenance Engineer
10a2ee0ea70defcb,PSAB: Project Mechanical Engineer (Secret Clearance),Mechanical Engineer
5933561ec3d8f873,Senior IT Services Engineer,IT Support Specialist
1b7790c8b9b1bfa3,Product Manager,Product Manager
9b555e0b8c992bf4,Sales Engineer - OT Cybersecurity,Sales Engineer
b40b8b59201e6d85,Customer Care Coordinator (KSA),Patient Support Coordinator
291e8f25f1cd34e9,Product Designer,Product Designer
b9bd22229b09709d,Projects Lead Engineer,Project Engineer
1e37cb97c3b49e47,(Sr.) Service Engineer,Service Engineer
0e806f351a4c9f6f,General Manager,General Manager
387daa55bc985ce8,Senior Full Stack Developer,Full Stack Developer
e0d50482e3a0a369,Security Engineer,Security Engineer
2b80675213b8adad,"Assistant Manager, Medical Representation (Saudi Arabia-Jizan)",Medical Representative
29b576200a150e8b,Senior Data Engineer,Data Engineer
2566e4e281ed5d19,Cybersecurity Manager,Cybersecurity Analyst
892a45644093cf1d,Field Specialist - Artificial Lift,Field Engineer
060856e3557ae381,Service Account Manager,Account Manager
45dd9878655ae1da,Process Engineer,Process Engineer
b0a7939605048e14,Key Account Manager,Key Account Manager
5df34da151ea38f7,Cortex & IST Developer (Banking Sector),Software Engineer
dd2ce81ad69f81ff,EMEA Order Fulfillment Specialist,Order Fulfillment Specialist
830912fd602db4eb,Sr. MFG Program Specialist,Program Specialist
47c4d21c55d500b9,Import Export Manager (Saudi nationals),Import Export Manager
5af76473d0dc9096,Lead Instructor CPT,Instructor
ead794482c511722,Sr MC Material Control Specialist,Material Control Specialist
46130260af81c145,Graduate - Asset Management,Graduate Analyst
384f916aa0af1432,Assistant Facilities Manager,Facilities Manager
0db9cd36f2042af7,IT Support Engineer,IT Support Specialist
751dfc357471b6ab,Oracle SOA Suite / Oracle Service Bus Developer,Software Engineer
a1299626b135bb8f,Mechanical Engineer ( Fresh ),Mechanical Engineer
6a25ec701fa39eae,Sr Analyst II Infrastructure Services (LinuxAIXContainer),IT Support Specialist
b9ad047a26e6dd50,Chief Security Officer - MENA,Cybersecurity Analyst
a9f81ee9fe2516cd,"Operational Lead – D2D Ops (Cloud Network, Firewall & Load Balancer, Security)",Network Engineer
a43aa55e7149ad05,GIS Analyst,GIS Analyst
f20c738fefc1c2f5,Marketing Manager (Architectural Models & Real Estate),Marketing Manager
517f851b6b78de52,Projects Manager (Fit-Out),Project Manager
c80bd5e2b02a910f,PMO Reporting Manager (Saudi National),Project Manager
89839aa4ac145e6e,FIS Memento - Technical Specialist / Developer,Developer
dd111c1f937237fd,FIS Memento - Business Analyst,Business Analyst
46032cb1a8b5871e,Sales Specialist,Sales Representative
ae189a3e93fa3023,Project Engineering Manager,Project Manager
167ca14695120b16,Fabrication Engineer,Fabrication Engineer
7ffb7cf4e8035c49,Cybersecurity Operations Center,Cybersecurity Analyst
27beed4f9d8f1261,Sr. Contract Administrator,Contract Administrator
325c0f1f27423129,Quantity Surveyor,Quantity Surveyor
38d6b9e32b7c9b46,Applications Engineer Saudi Arabia,Applications Engineer
316e5c5cc1e9c516,Head of Sales,Head of Sales
54e942117f0fb665,SENIOR CIVIL DESIGN ENGINEER,Civil Engineer
a3f3b684d223de37,Inside Sales Representative - Muhimma Digital Platform,Sales Representative
febf86ff88c93e2b,Integration Engineer,Integration Engineer
416e986053a495fc,Senior Data Scientist,Data Scientist
17fa46ce55b08a5a,Senior Mechanical Engineer,Mechanical Engineer
9da0860e970afa8b,Multiomics Sales Specialist - Middle East,Sales Representative
e33ee750bcbe4c9f,Business Development Manager,Business Development Manager
fbe32d2419c48fd2,"Senior Manager, Infrastructure & Capital Projects (Infra, KSA)",Project Manager
5a287ae2676d9080,"Product Manager of AI Applications, International Public Sector",Product Manager
665db2a2ca7681f3,Marketing Specialist,Marketing Specialist
d59f261f401fd57a,Data Analyst,Data Analyst
248a444c67cf2d9c,"Copywriter Specialist-Online , Offline Brands",Copywriter
808b63c17cb650e1,Senior Information Security GRC Specialist,Cybersecurity Analyst
dc2efe7da866eed4,DevOps Engineer,DevOps Engineer
72c0133d8ad2df53,Project Manager,Project Manager
bdb7cdd33a4953fe,Manager - Interior Design - Sports Stadium SPA 295,Interior Designer
3a63ca676ff08a68,Senior Logistics Manager,Logistics Manager
80713c0a32c0da41,Mechanical/Welding Inspector,Mechanical Inspector
a259b8c4c722d7cc,Modernization Sales Engineer,Sales Engineer
f6d9105c8e359773,Procurement Analyst,Procurement Analyst
